model_id,random_date,times_sell
13793,2022-03-30,1
13794,2020-01-21,1
13794,2020-04-13,1
13794,2020-08-17,1
13794,2021-01-03,1
13794,2021-02-04,1
13794,2021-04-10,1
13794,2021-08-05,1
13794,2021-10-14,1
13794,2021-11-01,1
13795,2020-09-11,1
13795,2020-10-25,1
13795,2021-10-09,1
13795,2021-10-12,1
13795,2021-11-02,1
13796,2021-01-18,1
13796,2021-02-03,1
13796,2021-04-25,1
13796,2021-11-04,1
13797,2020-02-22,1
13797,2020-09-14,1
13797,2021-07-05,1
13798,2021-04-25,1
13798,2021-05-04,1
13799,2020-05-21,1
13799,2021-02-10,1
13800,2020-06-18,1
13800,2020-11-01,1
13800,2021-03-13,1
13800,2021-05-21,1
13800,2021-05-31,1
13800,2021-09-08,1
13800,2021-11-30,1
13801,2021-03-28,1
13801,2021-07-04,1
13801,2021-10-27,1
13801,2022-03-18,1
13802,2020-04-28,1
13803,2020-01-14,1
13803,2020-09-07,1
13803,2021-07-13,1
13804,2020-11-20,1
13804,2021-03-31,1
13804,2022-02-21,1
13806,2020-08-29,1
13806,2021-11-16,1
13806,2021-11-21,1
13806,2021-12-30,1
13807,2020-07-02,1
13807,2020-09-12,1
13807,2022-01-27,1
13807,2022-03-28,1
13808,2020-01-27,1
13808,2020-04-17,1
13808,2020-05-09,1
13808,2021-06-14,1
13808,2022-01-26,1
13811,2020-04-09,1
13811,2020-11-10,1
13811,2020-11-20,1
13811,2021-12-13,1
13811,2022-04-23,1
13812,2020-06-02,1
13813,2021-10-16,1
13816,2020-05-24,1
13816,2021-09-19,1
13817,2022-01-14,1
13818,2020-10-28,1
13818,2021-09-01,1
13819,2020-01-14,1
13819,2020-07-04,1
13819,2020-12-28,1
13819,2021-12-11,1
13819,2022-01-15,1
13819,2022-02-12,1
13820,2020-03-14,1
13820,2020-06-02,1
13820,2021-03-02,1
13821,2020-02-14,1
13821,2020-08-25,1
13821,2020-11-11,1
13823,2020-02-25,1
13823,2021-04-04,1
13823,2022-02-20,1
13824,2020-05-17,1
13824,2021-02-10,1
13824,2021-11-10,1
13825,2021-04-25,1
13827,2021-03-12,1
13828,2020-02-05,1
13828,2020-09-03,1
13828,2020-09-08,1
13828,2020-10-18,1
13828,2021-07-20,1
13829,2020-10-19,1
13829,2021-08-15,1
13829,2021-08-28,1
13829,2021-11-01,1
13830,2021-05-28,1
13830,2021-10-07,1
13830,2022-01-27,1
13831,2021-06-17,1
13831,2021-06-29,1
13832,2020-04-03,1
13832,2020-05-18,1
13832,2021-02-05,1
13832,2022-02-16,1
13833,2021-02-01,1
13833,2021-10-27,1
13834,2021-01-12,1
13834,2021-11-03,1
13834,2022-04-02,1
13835,2020-04-25,1
13835,2020-04-29,1
13835,2022-02-27,1
13835,2022-04-01,1
13836,2021-06-18,1
13836,2021-08-14,1
13836,2021-11-01,1
13836,2021-11-05,1
13836,2022-02-11,1
13837,2020-02-11,1
13837,2020-09-24,1
13837,2020-10-10,1
13837,2020-11-24,1
13837,2021-03-06,1
13837,2021-03-25,1
13838,2022-01-28,1
13838,2022-02-11,1
13838,2022-04-13,1
13839,2020-03-25,1
13839,2020-07-20,1
13839,2020-10-03,1
13839,2020-12-17,1
13840,2020-01-31,1
13840,2020-02-26,1
13840,2020-10-12,1
13840,2020-12-15,1
13840,2021-10-16,1
13841,2020-11-11,1
13841,2020-12-19,1
13841,2021-09-25,1
13843,2020-08-06,1
13843,2022-01-06,1
13843,2022-04-22,1
13844,2022-01-15,1
13845,2021-01-07,1
13845,2022-02-22,1
13846,2020-01-14,1
13846,2020-02-16,1
13846,2020-05-01,1
13846,2022-03-24,1
13847,2020-08-22,1
13847,2020-10-04,1
13847,2020-12-26,1
13847,2021-03-12,1
13847,2021-04-03,1
13848,2020-03-28,1
13848,2020-04-10,1
13848,2020-10-30,1
13848,2021-02-04,1
13848,2021-09-23,1
13850,2021-06-12,1
13850,2022-01-21,1
13851,2020-05-30,1
13851,2021-01-12,1
13851,2021-03-18,1
13852,2020-03-24,1
13852,2020-10-20,1
13852,2021-08-29,1
13852,2021-09-25,1
13853,2020-07-20,1
13853,2020-08-06,1
13853,2021-03-22,1
13854,2020-09-28,1
13855,2020-10-26,1
13855,2020-11-13,1
13856,2020-05-25,1
13856,2021-06-02,1
13856,2021-06-29,1
13857,2021-05-21,1
13857,2022-01-14,1
13858,2020-02-08,1
13858,2021-03-08,1
13858,2021-08-03,1
13859,2021-07-08,1
13860,2020-09-02,1
13860,2020-10-06,1
13861,2020-01-10,1
13861,2020-11-06,1
13861,2021-08-15,1
13861,2021-09-20,1
13861,2022-03-20,1
13862,2021-02-14,1
13862,2021-03-18,1
13862,2021-04-06,1
13862,2021-11-28,1
13863,2021-05-24,1
13865,2021-05-22,1
13865,2021-08-03,1
13865,2022-01-20,1
13866,2021-11-18,1
13867,2022-03-19,1
13868,2020-08-03,1
13869,2020-01-23,1
13869,2020-07-12,1
13869,2021-04-07,1
13870,2020-02-20,1
13870,2020-04-08,1
13871,2020-01-27,1
13871,2020-07-16,1
13871,2021-04-19,1
13871,2021-06-24,1
13871,2021-10-01,1
13871,2022-04-24,1
13872,2021-04-07,1
13875,2021-05-17,1
13875,2021-07-29,1
13875,2022-04-02,1
13875,2022-04-19,1
13876,2020-08-15,1
13876,2021-01-04,1
13876,2021-05-05,1
13877,2020-05-30,1
13877,2022-03-29,1
13878,2020-05-11,1
13878,2021-03-27,1
13878,2021-04-10,1
13878,2021-05-24,1
13878,2022-01-03,1
13879,2020-11-22,1
13879,2021-03-12,1
13879,2021-06-17,1
13880,2020-08-19,1
13880,2021-08-28,1
13882,2020-07-30,1
13883,2020-03-06,1
13883,2021-01-22,1
13884,2020-09-03,1
13884,2021-01-25,1
13884,2022-03-18,1
13885,2020-01-16,1
13885,2020-04-06,1
13885,2020-06-07,1
13885,2021-04-16,1
13885,2021-06-24,1
13885,2021-07-01,1
13885,2022-01-20,1
13886,2020-12-01,1
13886,2021-12-05,1
13886,2022-03-18,1
13887,2020-05-18,1
13887,2022-03-02,1
13888,2020-01-20,1
13888,2020-07-11,1
13889,2020-03-28,1
13889,2020-04-19,1
13889,2021-01-28,1
13889,2021-03-30,1
13889,2021-09-12,1
13891,2020-04-17,1
13891,2022-01-18,1
13892,2020-10-17,1
13892,2020-11-29,1
13892,2021-11-14,1
13892,2021-12-05,1
13892,2022-01-09,1
13893,2020-06-10,1
13893,2020-07-19,1
13893,2021-02-05,1
13893,2021-04-29,1
13894,2020-06-15,1
13894,2021-03-26,1
13894,2021-07-04,1
13894,2021-07-26,1
13895,2021-03-13,1
13896,2020-05-03,1
13896,2020-06-16,1
13896,2021-12-27,1
13896,2022-03-18,1
13897,2020-01-11,1
13897,2020-02-15,1
13897,2020-05-07,1
13897,2021-08-07,1
13898,2020-06-24,1
13898,2021-07-19,1
13898,2022-01-05,1
13898,2022-03-28,1
13899,2021-06-29,1
13900,2020-06-03,1
13900,2022-03-10,1
13901,2020-01-23,1
13901,2020-06-25,1
13901,2022-04-29,1
13902,2020-08-25,1
13902,2021-03-05,1
13902,2021-10-17,1
13903,2021-03-01,1
13904,2020-07-14,1
13904,2021-09-08,1
13904,2021-10-15,1
13906,2020-02-16,1
13906,2021-07-12,1
13907,2020-08-27,1
13907,2020-11-19,1
13907,2021-03-18,1
13907,2021-04-03,1
13907,2021-07-22,1
13908,2021-10-12,1
13909,2021-01-15,1
13909,2021-10-26,1
13909,2022-02-12,1
13910,2021-01-30,1
13910,2021-11-09,1
13910,2022-03-20,1
13911,2020-09-25,1
13911,2021-10-10,1
13911,2022-04-28,1
13912,2020-03-24,1
13912,2021-06-13,1
13912,2022-02-19,1
13913,2020-04-26,1
13914,2020-06-14,1
13914,2020-08-11,1
13914,2021-04-11,1
13914,2022-02-26,1
13915,2021-05-24,1
13915,2021-09-14,1
13915,2021-10-24,1
13916,2021-01-01,1
13916,2021-02-21,1
13916,2021-08-26,1
13916,2021-11-30,1
13918,2021-01-09,1
13918,2021-11-06,1
13918,2021-12-03,1
13918,2022-01-07,1
13919,2020-02-07,1
13919,2022-02-21,1
13919,2022-03-19,1
13920,2021-05-25,1
13922,2020-01-02,1
13922,2021-11-04,1
13923,2020-02-26,1
13924,2020-01-11,1
13924,2020-09-03,1
13924,2021-09-17,1
13924,2021-11-11,1
13925,2021-08-09,1
13925,2021-12-29,1
13927,2020-11-06,1
13929,2020-01-20,1
13929,2021-06-08,1
13930,2020-05-06,1
13930,2020-09-02,1
13930,2021-05-23,1
13930,2022-04-22,1
13931,2021-06-22,1
13931,2022-01-06,1
13932,2021-06-07,1
13932,2021-10-04,1
13932,2021-11-16,1
13932,2022-04-27,1
13933,2020-01-27,1
13933,2020-12-11,1
13933,2022-04-18,1
13935,2022-03-23,1
13936,2020-03-15,1
13936,2020-05-06,1
13936,2021-04-30,1
13936,2021-05-18,1
13936,2021-09-08,1
13936,2021-09-19,1
13937,2020-09-07,1
13937,2021-06-21,1
13937,2021-08-02,1
13937,2021-11-05,1
13938,2020-06-13,1
13938,2020-06-21,1
13938,2022-01-26,1
13939,2021-10-15,1
13940,2020-03-01,1
13940,2020-09-11,1
13940,2021-08-25,1
13940,2022-03-03,1
13941,2020-01-03,1
13941,2020-01-08,1
13941,2020-04-18,1
13941,2020-12-08,1
13941,2021-03-05,1
13941,2021-11-01,1
13941,2022-01-04,1
13942,2020-08-15,1
13942,2021-09-27,1
13943,2021-02-10,1
13944,2020-12-21,1
13944,2021-06-25,1
13944,2021-09-18,1
13946,2020-01-30,1
13946,2021-01-22,1
13946,2021-10-23,1
13946,2022-04-06,1
13947,2020-01-30,1
13947,2020-08-18,1
13947,2020-08-24,1
13948,2021-09-14,1
13949,2020-06-01,1
13949,2021-03-10,1
13949,2021-06-09,1
13949,2021-11-11,1
13951,2020-11-07,1
13951,2020-12-02,1
13952,2020-05-01,1
13952,2021-03-13,1
13953,2020-10-11,1
13953,2021-11-01,1
13954,2020-08-08,1
13954,2020-08-16,1
13956,2020-09-08,1
13956,2021-06-25,1
13956,2022-04-29,1
13957,2020-05-24,1
13957,2021-07-29,1
13958,2020-07-13,1
13958,2021-03-23,1
13961,2020-05-27,1
13962,2021-01-22,1
13962,2021-04-18,1
13962,2021-06-17,1
13962,2021-09-28,1
13963,2020-07-18,1
13963,2021-08-18,1
13963,2021-09-14,1
13964,2020-03-11,1
13964,2020-07-17,1
13964,2020-12-25,1
13965,2021-03-02,1
13965,2022-02-18,1
13966,2021-02-19,1
13967,2020-04-01,1
13967,2020-10-27,1
13968,2021-11-25,1
13968,2021-12-24,1
13969,2021-01-15,1
13969,2021-07-12,1
13969,2021-10-04,1
13971,2020-07-30,1
13971,2021-01-16,1
13972,2020-09-15,1
13972,2020-10-10,1
13972,2022-02-21,1
13974,2020-02-08,1
13974,2020-10-05,1
13974,2021-05-07,1
13974,2022-01-12,1
13974,2022-02-06,1
13975,2020-09-26,1
13975,2021-10-26,1
13977,2020-10-27,1
13977,2021-06-18,1
13977,2022-04-23,1
13978,2021-08-14,1
13982,2020-02-14,1
13982,2021-04-04,1
13982,2021-09-22,1
13983,2020-08-20,1
13984,2020-04-27,1
13984,2020-12-02,1
13984,2021-04-28,1
13984,2022-03-10,1
13985,2020-03-25,1
13985,2020-06-22,1
13985,2020-08-25,1
13986,2020-01-21,1
13986,2020-03-17,1
13986,2020-06-23,1
13986,2020-07-26,1
13986,2021-09-06,1
13986,2022-03-12,1
13987,2020-01-21,1
13987,2020-01-22,1
13987,2020-07-06,1
13988,2020-12-04,1
13988,2021-08-22,1
13988,2021-10-03,1
13989,2020-12-05,1
13989,2020-12-18,1
13989,2021-08-26,1
13989,2021-09-29,1
13989,2021-10-30,1
13990,2020-01-16,1
13990,2020-05-22,1
13990,2020-08-31,1
13990,2022-01-03,1
13991,2020-04-04,1
13991,2020-07-19,1
13991,2021-04-07,1
13991,2021-07-31,1
13992,2020-01-20,1
13992,2020-05-21,1
13992,2021-08-15,1
13992,2021-11-05,1
13993,2020-02-03,1
13993,2021-08-10,1
13993,2022-01-10,1
13993,2022-02-16,1
13994,2020-12-06,1
13995,2020-02-27,1
13995,2021-01-08,1
13995,2021-06-14,1
13996,2020-05-17,1
13996,2020-05-19,1
13996,2021-10-22,1
13997,2020-01-21,1
13997,2021-08-01,1
13998,2020-03-23,1
13998,2020-05-23,1
13998,2020-11-29,1
13998,2021-03-30,1
13998,2021-06-11,1
13998,2021-12-13,1
13999,2020-12-10,1
14000,2021-09-19,1
14001,2020-01-20,1
14001,2020-01-27,1
14001,2021-05-30,1
14001,2021-09-07,1
14002,2020-06-17,1
14002,2021-06-15,1
14002,2022-04-01,1
14003,2021-12-20,1
14003,2021-12-24,1
14004,2020-02-16,1
14004,2021-09-24,1
14004,2021-12-25,1
14005,2021-09-10,1
14006,2020-07-07,1
14006,2021-09-02,1
14007,2021-10-14,1
14008,2021-10-06,1
14009,2020-11-14,1
14010,2020-02-13,1
14011,2021-01-25,1
14012,2020-06-30,1
14012,2020-11-03,1
14012,2020-11-26,1
14012,2021-12-04,1
14014,2020-08-20,1
14016,2020-03-23,1
14017,2020-06-11,1
14017,2020-07-20,1
14017,2021-05-27,1
14018,2020-04-01,1
14018,2021-09-17,1
14019,2020-01-08,1
14019,2020-07-21,1
14019,2020-09-06,1
14019,2020-10-17,1
14019,2021-07-11,1
14019,2022-01-12,1
14020,2020-07-29,1
14020,2020-08-12,1
14020,2020-12-18,1
14020,2021-07-02,1
14020,2021-12-16,1
14020,2022-01-29,1
14020,2022-03-14,1
14022,2020-02-05,1
14022,2020-12-13,1
14022,2021-03-08,1
14022,2022-02-06,1
14024,2020-02-04,1
14024,2020-07-26,1
14024,2020-10-10,1
14024,2022-01-14,1
14026,2020-03-30,1
14026,2021-05-09,1
14026,2021-10-10,1
14027,2020-10-20,1
14027,2021-06-08,1
14027,2021-06-30,1
14027,2021-08-07,1
14027,2022-02-23,1
14027,2022-04-28,1
14028,2020-05-11,1
14028,2022-02-12,1
14029,2020-02-09,1
14029,2020-02-15,1
14029,2020-08-13,1
14029,2021-03-18,1
14030,2020-12-07,1
14030,2021-07-10,1
14030,2022-02-20,1
14031,2020-12-27,1
14031,2021-03-17,1
14031,2021-10-03,1
14031,2021-10-31,1
14033,2020-02-07,1
14033,2021-09-08,1
14033,2022-01-06,1
14034,2022-01-30,1
14035,2020-02-03,1
14035,2021-07-06,1
14036,2020-01-05,1
14036,2020-06-08,1
14036,2020-06-16,1
14036,2021-04-19,1
14036,2021-05-23,1
14037,2020-06-25,1
14037,2020-10-19,1
14037,2021-07-04,1
14037,2021-09-02,1
14039,2021-05-05,1
14041,2020-06-27,1
14041,2021-01-26,1
14041,2021-04-04,1
14041,2021-08-26,1
14042,2020-05-08,1
14042,2020-07-08,1
14042,2022-03-02,1
14043,2020-01-11,1
14043,2020-01-21,1
14043,2020-12-12,1
14043,2021-01-08,1
14043,2021-11-12,1
14044,2020-05-20,1
14044,2021-07-30,1
14044,2021-11-05,1
14045,2021-12-01,1
14046,2020-09-20,1
14047,2020-08-14,1
14047,2021-06-07,1
14048,2020-08-09,1
14048,2021-07-09,1
14048,2021-10-21,1
14048,2021-12-27,1
14048,2022-04-09,1
14049,2020-02-23,1
14049,2021-01-12,1
14049,2021-08-04,1
14049,2021-08-30,1
14049,2021-10-10,1
14050,2020-06-06,1
14050,2020-09-29,1
14050,2020-11-01,1
14052,2020-01-03,1
14052,2020-03-16,1
14052,2021-03-29,1
14052,2021-11-10,1
14052,2022-04-09,1
14053,2020-01-29,1
14053,2020-10-24,1
14053,2021-04-02,1
14053,2021-04-25,1
14053,2021-08-19,1
14053,2022-04-21,1
14054,2020-02-10,1
14054,2020-11-24,1
14055,2020-07-22,1
14055,2021-03-29,1
14055,2021-05-05,1
14056,2020-05-09,1
14056,2020-09-04,1
14056,2021-02-02,1
14056,2021-02-08,1
14058,2020-08-20,1
14058,2020-11-06,1
14059,2021-09-18,1
14059,2021-12-02,1
14060,2020-02-28,1
14060,2020-03-04,1
14060,2020-10-23,1
14060,2021-08-16,1
14061,2021-08-30,1
14062,2020-06-05,1
14062,2021-03-05,1
14062,2022-03-17,1
14062,2022-04-25,1
14063,2020-12-10,1
14063,2021-08-15,1
14063,2022-02-06,1
14064,2020-10-01,1
14064,2021-03-27,1
14064,2022-03-16,1
14065,2020-01-06,1
14065,2020-01-11,1
14065,2020-07-26,1
14065,2021-10-27,1
14065,2022-02-21,1
14068,2020-06-16,1
14068,2020-11-07,1
14068,2021-04-20,1
14068,2021-08-29,1
14068,2022-04-22,1
14069,2021-04-08,1
14069,2021-08-23,1
14069,2021-12-21,1
14069,2022-03-11,1
14070,2020-09-11,1
14070,2020-09-13,1
14070,2020-09-22,1
14070,2021-06-19,1
14070,2021-09-04,1
14070,2021-11-23,1
14071,2020-04-17,1
14071,2021-12-07,1
14073,2020-07-17,1
14073,2020-09-06,1
14073,2020-10-02,1
14073,2021-01-23,1
14073,2022-04-03,1
14074,2020-05-17,1
14074,2020-05-29,1
14074,2020-09-02,1
14074,2020-12-11,1
14074,2020-12-16,1
14075,2020-08-16,1
14075,2020-09-27,1
14075,2020-11-30,1
14075,2020-12-13,1
14075,2020-12-28,1
14075,2021-03-11,1
14075,2022-04-12,1
14076,2020-05-01,1
14076,2021-02-04,1
14076,2021-02-22,1
14078,2020-03-18,1
14078,2021-09-05,1
14078,2021-12-20,1
14079,2020-03-30,1
14079,2020-05-05,1
14079,2020-06-08,1
14079,2020-06-10,1
14079,2021-03-02,1
14079,2021-04-01,1
14079,2021-04-22,1
14079,2021-08-25,1
14081,2020-05-27,1
14081,2022-04-22,1
14082,2020-07-14,1
14082,2021-08-21,1
14082,2021-08-30,1
14083,2020-02-25,1
14083,2020-08-20,1
14083,2021-05-30,1
14083,2022-01-19,1
14084,2020-11-03,1
14084,2021-11-02,1
14084,2021-11-15,1
14084,2021-12-10,1
14084,2022-03-29,1
14085,2020-03-19,1
14085,2020-07-06,1
14085,2021-03-05,1
14085,2021-05-15,1
14085,2021-11-19,1
14086,2021-07-14,1
14086,2021-11-29,1
14087,2020-06-25,1
14088,2021-09-04,1
14089,2020-10-17,1
14089,2021-06-14,1
14089,2021-10-20,1
14090,2021-05-22,1
14090,2022-02-05,1
14091,2020-11-12,1
14091,2021-09-26,1
14092,2020-12-19,1
14092,2021-03-29,1
14092,2021-07-03,1
14092,2021-08-13,1
14092,2021-12-13,1
14093,2020-06-13,1
14093,2021-04-21,1
14094,2020-02-06,1
14094,2020-06-27,1
14094,2021-03-21,1
14095,2020-03-29,1
14096,2020-11-14,1
14097,2021-11-29,1
14098,2020-10-07,1
14098,2020-10-14,1
14098,2021-09-27,1
14098,2021-10-06,1
14098,2021-12-07,1
14100,2020-05-21,1
14100,2021-05-20,1
14100,2021-08-20,1
14101,2020-05-11,1
14101,2021-12-19,1
14102,2020-08-01,1
14102,2021-12-04,1
14102,2021-12-10,1
14103,2020-07-30,1
14103,2020-10-08,1
14103,2021-11-19,1
14103,2021-11-26,1
14104,2020-02-08,1
14104,2021-06-15,1
14106,2021-02-08,1
14106,2021-02-27,1
14106,2022-03-08,1
14107,2020-01-27,1
14107,2021-01-29,1
14108,2020-06-15,1
14108,2020-11-27,1
14108,2021-09-10,1
14109,2020-07-01,1
14109,2020-09-14,1
14111,2021-05-17,1
14111,2021-08-19,1
14111,2022-03-07,1
14112,2020-01-26,1
14112,2020-04-28,1
14112,2020-06-23,1
14112,2020-07-13,1
14112,2020-09-25,1
14112,2021-07-08,1
14113,2021-02-07,1
14113,2021-05-24,1
14113,2021-09-01,1
14113,2022-03-17,1
14114,2020-01-11,1
14114,2021-02-23,1
14114,2022-01-17,1
14116,2020-02-20,1
14116,2021-11-03,1
14117,2020-11-06,1
14117,2021-10-08,1
14118,2020-09-29,1
14119,2022-04-14,1
14120,2020-05-16,1
14120,2020-12-26,1
14120,2020-12-29,1
14121,2020-04-07,1
14121,2020-07-13,1
14121,2020-11-15,1
14121,2020-11-28,1
14121,2021-05-23,1
14121,2021-12-04,1
14121,2022-03-06,1
14121,2022-03-10,1
14123,2020-06-16,1
14123,2020-08-19,1
14123,2021-12-09,1
14124,2021-09-14,1
14125,2020-04-22,1
14125,2020-12-20,1
14125,2021-04-14,1
14126,2020-08-11,1
14126,2020-10-06,1
14127,2020-01-17,1
14127,2020-04-28,1
14127,2020-05-19,1
14127,2020-10-17,1
14127,2022-03-07,1
14130,2020-06-17,1
14130,2021-08-30,1
14130,2022-01-12,1
14130,2022-04-08,1
14132,2020-07-06,1
14132,2020-09-17,1
14132,2021-04-28,1
14132,2022-01-02,1
14132,2022-04-07,1
14133,2020-09-22,1
14133,2020-11-08,1
14133,2021-01-16,1
14133,2021-03-15,1
14133,2021-06-02,1
14134,2020-01-16,1
14134,2021-08-23,1
14134,2022-02-10,1
14135,2021-06-13,1
14135,2021-09-04,1
14137,2021-09-22,1
14137,2022-03-20,1
14138,2020-10-17,1
14138,2021-06-15,1
14139,2021-11-22,1
14139,2022-01-18,1
14140,2020-03-08,1
14140,2020-04-03,1
14140,2020-09-09,1
14140,2021-01-24,1
14141,2020-02-06,1
14141,2021-12-02,1
14141,2021-12-25,1
14141,2022-02-17,1
14142,2020-09-09,1
14142,2021-01-11,1
14142,2021-06-27,1
14143,2022-02-17,1
14143,2022-04-10,1
14144,2020-04-18,1
14144,2020-05-23,1
14144,2020-08-09,1
14144,2021-08-24,1
14145,2020-02-18,1
14145,2020-03-31,1
14145,2020-12-17,1
14145,2021-07-18,1
14146,2020-10-11,1
14146,2020-12-23,1
14146,2021-05-18,1
14146,2021-11-27,1
14146,2022-03-13,1
14147,2020-05-20,1
14147,2021-01-03,1
14147,2021-04-23,1
14147,2022-01-24,1
14148,2020-01-02,1
14148,2020-04-10,1
14148,2020-05-31,1
14148,2021-05-29,1
14149,2020-10-24,1
14149,2021-02-17,1
14149,2021-04-03,1
14149,2021-06-21,1
14149,2021-09-04,1
14150,2020-11-17,1
14150,2021-07-28,1
14150,2022-01-29,1
14151,2020-02-21,1
14151,2020-05-27,1
14151,2020-10-05,1
14151,2020-11-26,1
14151,2020-12-07,1
14153,2020-01-02,1
14153,2020-01-06,1
14153,2020-06-30,1
14153,2021-12-10,1
14156,2020-06-27,1
14156,2020-12-17,1
14158,2020-02-10,1
14158,2020-08-17,1
14159,2020-03-18,1
14159,2020-10-08,1
14160,2020-02-04,1
14160,2020-07-01,1
14161,2021-08-10,1
14162,2021-03-11,1
14163,2020-02-18,1
14163,2020-03-05,1
14163,2021-10-17,1
14163,2022-04-14,1
14165,2020-05-19,1
14165,2020-08-21,1
14165,2020-09-29,1
14165,2021-06-12,1
14166,2020-03-08,1
14166,2020-05-17,1
14166,2021-01-18,1
14167,2020-07-05,1
14168,2020-07-06,1
14168,2021-02-12,1
14168,2021-11-10,1
14168,2021-12-19,1
14169,2021-04-02,1
14169,2021-10-21,1
14170,2021-11-28,1
14171,2020-06-29,1
14171,2021-08-08,1
14171,2021-11-17,1
14172,2020-10-27,1
14172,2021-12-01,1
14173,2020-05-29,1
14173,2020-10-12,1
14173,2021-06-12,1
14174,2022-04-16,1
14175,2020-02-05,1
14175,2020-05-15,1
14175,2020-06-09,1
14175,2021-01-22,1
14175,2021-07-03,1
14175,2022-03-30,1
14176,2020-01-04,1
14176,2020-06-16,1
14177,2020-04-23,1
14177,2020-08-19,1
14177,2021-02-06,1
14177,2021-03-25,1
14177,2021-09-18,1
14177,2022-04-23,1
14178,2021-01-13,1
14178,2021-11-24,1
14179,2021-05-13,1
14179,2021-06-08,1
14180,2021-08-04,1
14181,2020-06-30,1
14181,2020-08-12,1
14181,2020-12-09,1
14182,2020-10-21,1
14182,2022-02-08,1
14182,2022-03-16,1
14183,2020-01-27,1
14183,2020-08-16,1
14183,2021-02-23,1
14183,2021-07-12,1
14184,2020-01-24,1
14184,2021-03-24,1
14184,2021-12-21,1
14185,2021-11-10,1
14185,2021-12-04,1
14186,2021-01-26,1
14187,2020-03-29,1
14187,2020-07-23,1
14187,2020-09-28,1
14187,2021-03-15,1
14187,2021-05-01,1
14187,2021-07-28,1
14188,2020-08-21,1
14188,2021-07-09,1
14188,2021-10-20,1
14189,2021-03-04,1
14189,2021-11-14,1
14189,2022-02-17,1
14190,2020-11-05,1
14192,2021-09-24,1
14192,2021-10-04,1
14193,2021-01-25,1
14193,2021-06-17,1
14194,2020-07-21,1
14194,2022-04-20,1
14195,2020-08-08,1
14195,2021-10-20,1
14195,2021-12-21,1
14195,2022-03-27,1
14196,2020-10-31,1
14200,2021-08-26,1
14202,2020-06-13,1
14204,2020-11-03,1
14205,2020-06-14,1
14205,2020-11-03,1
14205,2021-01-25,1
14205,2021-04-26,1
14205,2021-07-09,1
14207,2021-10-14,1
14208,2020-05-10,1
14208,2020-09-26,1
14208,2022-02-24,1
14209,2020-05-10,1
14209,2020-10-14,1
14210,2020-06-17,1
14210,2021-03-07,1
14210,2021-10-03,1
14211,2020-12-12,1
14211,2021-10-27,1
14212,2020-06-01,1
14212,2020-12-09,1
14212,2021-04-30,1
14212,2021-05-02,1
14212,2021-10-27,1
14212,2021-12-11,1
14213,2020-05-20,1
14213,2020-06-08,1
14213,2021-04-01,1
14213,2022-02-27,1
14214,2020-05-07,1
14214,2020-10-16,1
14214,2021-04-29,1
14214,2021-06-18,1
14214,2021-09-20,1
14215,2021-03-03,1
14215,2021-04-06,1
14216,2020-04-28,1
14216,2020-11-13,1
14216,2021-02-16,1
14216,2021-04-09,1
14216,2021-07-21,1
14216,2022-03-20,1
14217,2022-01-26,1
14218,2020-04-25,1
14218,2021-01-30,1
14218,2021-03-30,1
14218,2021-10-25,1
14218,2021-12-02,1
14219,2020-03-07,1
14219,2020-09-29,1
14219,2020-10-01,1
14221,2021-01-08,1
14221,2021-05-22,1
14222,2020-03-22,1
14222,2021-07-27,1
14222,2021-08-15,1
14222,2021-11-09,1
14224,2020-01-05,1
14225,2020-03-25,1
14225,2020-06-05,1
14227,2020-10-06,1
14227,2020-11-07,1
14227,2022-04-22,1
14229,2021-04-19,1
14230,2020-07-26,1
14230,2021-06-18,1
14230,2021-09-17,1
14231,2020-03-24,1
14231,2020-03-29,1
14231,2022-04-19,1
14233,2020-01-02,1
14233,2020-04-02,1
14233,2022-01-01,1
14233,2022-03-18,1
14234,2020-05-25,1
14234,2021-02-20,1
14234,2022-01-12,1
14235,2020-04-29,1
14235,2020-08-16,1
14235,2020-08-26,1
14235,2020-11-30,1
14235,2021-05-25,1
14235,2021-06-19,1
14237,2020-06-12,1
14237,2021-04-04,1
14239,2021-05-09,1
14239,2022-02-28,1
14240,2020-02-02,1
14240,2020-04-08,1
14240,2020-04-09,1
14240,2020-10-16,1
14240,2021-02-18,1
14240,2022-01-23,1
14241,2021-07-06,1
14242,2020-01-10,1
14242,2022-01-25,1
14243,2020-04-19,1
14243,2021-06-19,1
14243,2021-08-20,1
14243,2021-11-29,1
14244,2021-03-07,1
14244,2021-07-01,1
14245,2021-02-21,1
14245,2021-08-13,1
14246,2020-03-09,1
14246,2021-09-23,1
14246,2021-11-27,1
14246,2021-12-02,1
14247,2020-04-16,1
14247,2022-03-15,1
14247,2022-04-14,1
14248,2021-02-05,1
14248,2021-02-25,1
14248,2021-04-29,1
14249,2021-11-24,1
14250,2020-04-28,1
14250,2020-06-28,1
14250,2020-08-19,1
14250,2020-10-16,1
14250,2020-12-09,1
14250,2021-07-23,1
14252,2020-08-03,1
14253,2020-09-01,1
14253,2021-08-14,1
14253,2021-08-16,1
14254,2021-01-23,1
14254,2021-06-22,1
14256,2021-10-19,1
14257,2020-01-14,1
14258,2021-07-06,1
14259,2020-04-16,1
14259,2021-06-06,1
14260,2020-04-27,1
14260,2020-07-31,1
14260,2020-12-25,1
14260,2021-03-25,1
